BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
615000,6.2032,5.8754,5.87541,7.5252,5.83515,4.11845,1.66598,1.07205,6.17555,31016,9.24555,0,0
620000,6.1248,5.87741,5.87742,7.5252,5.83515,4.11845,1.66598,1.07205,6.16033,30624,9.26333,0,0
625000,6.1408,5.87951,5.87952,7.5252,5.83515,4.11845,1.66598,1.07205,6.15447,30704,9.24049,0,0
630000,6.088,5.88117,5.88118,7.5252,5.83515,4.11845,1.66598,1.07205,6.13453,30440,9.2317,0,0
635000,6.0976,5.88287,5.88289,7.5252,5.83515,4.11845,1.66598,1.07205,6.12345,30488,9.20179,0,0
640000,6.072,5.88435,5.88436,7.5252,5.83515,4.11845,1.66598,1.07205,6.10801,30360,9.18517,0,0
645000,6.0256,5.88544,5.88545,7.5252,5.83515,4.11845,1.66598,1.07205,6.08329,30128,9.16202,0,0
650000,5.9984,5.88631,5.88632,7.5252,5.83515,4.11845,1.66598,1.07205,6.05782,29992,9.12494,0,0
655000,6.0368,5.88746,5.88747,7.5252,5.83515,4.11845,1.66598,1.07205,6.05152,30184,9.08673,0,0
660000,6.0512,5.8887,5.88872,7.5252,5.83515,4.11845,1.66598,1.07205,6.05142,30256,9.07727,0,0
665000,6.0288,5.88976,5.88976,7.5252,5.83515,4.11845,1.66598,1.07205,6.04463,30144,9.07713,0,0
670000,6.0512,5.89096,5.89097,7.5252,5.83515,4.11845,1.66598,1.07205,6.0466,30256,9.06695,0,0
675000,6.0352,5.89203,5.89203,7.5252,5.83515,4.11845,1.66598,1.07205,6.04318,30176,9.06991,0,0
680000,6.0288,5.89304,5.89304,7.5252,5.83515,4.11845,1.66598,1.07205,6.03887,30144,9.06477,0,0
685000,5.96,5.89352,5.89353,7.5252,5.83515,4.11845,1.66598,1.07205,6.01521,29800,9.0583,0,0
690000,5.88,5.89343,5.89344,7.5252,5.83515,4.11845,1.66598,1.07205,5.97465,29400,9.02281,0,0
695000,5.9056,5.89351,5.89352,7.5252,5.83515,4.11845,1.66598,1.07205,5.95393,29528,8.96197,0,0
700000,5.9024,5.89358,5.89358,7.5252,5.83515,4.11845,1.66598,1.07205,5.93847,29512,8.9309,0,0
705000,5.9056,5.89366,5.89368,7.5252,5.83515,4.11845,1.66598,1.07205,5.92861,29528,8.90771,0,0
710000,5.9216,5.89386,5.89387,7.5252,5.83515,4.11845,1.66598,1.07205,5.92651,29608,8.89292,0,0
715000,5.9392,5.89418,5.89418,7.5252,5.83515,4.11845,1.66598,1.07205,5.93032,29696,8.88976,0,0
720000,6.016,5.89502,5.89503,7.5252,5.83515,4.11845,1.66598,1.07205,5.95602,30080,8.89547,0,0
725000,5.9552,5.89544,5.89544,7.5252,5.83515,4.11845,1.66598,1.07205,5.95577,29776,8.93403,0,0
730000,5.9504,5.89581,5.89582,7.5252,5.83515,4.11845,1.66598,1.07205,5.95416,29752,8.93366,0,0
735000,5.9856,5.89642,5.89643,7.5252,5.83515,4.11845,1.66598,1.07205,5.96359,29928,8.93124,0,0
740000,6.016,5.89723,5.89724,7.5252,5.83515,4.11845,1.66598,1.07205,5.97932,30080,8.94539,0,0
745000,5.9792,5.89778,5.89778,7.5252,5.83515,4.11845,1.66598,1.07205,5.97928,29896,8.96897,0,0
750000,5.9664,5.89824,5.89825,7.5252,5.83515,4.11845,1.66598,1.07205,5.97542,29832,8.96892,0,0
755000,5.9248,5.89842,5.89842,7.5252,5.83515,4.11845,1.66598,1.07205,5.96023,29624,8.96312,0,0
760000,5.9232,5.89858,5.89859,7.5252,5.83515,4.11845,1.66598,1.07205,5.94912,29616,8.94035,0,0
765000,6.032,5.89945,5.89946,7.5252,5.83515,4.11845,1.66598,1.07205,5.97399,30160,8.92368,0,0
770000,5.9328,5.89967,5.89968,7.5252,5.83515,4.11845,1.66598,1.07205,5.96163,29664,8.96098,0,0
775000,5.9584,5.90005,5.90006,7.5252,5.83515,4.11845,1.66598,1.07205,5.96066,29792,8.94244,0,0
780000,5.9376,5.90029,5.90029,7.5252,5.83515,4.11845,1.66598,1.07205,5.95374,29688,8.94099,0,0
785000,5.9312,5.90048,5.90049,7.5252,5.83515,4.11845,1.66598,1.07205,5.94698,29656,8.93061,0,0
790000,5.9296,5.90067,5.90068,7.5252,5.83515,4.11845,1.66598,1.07205,5.94177,29648,8.92047,0,0
795000,5.9152,5.90076,5.90077,7.5252,5.83515,4.11845,1.66598,1.07205,5.9338,29576,8.91265,0,0
800000,5.9632,5.90115,5.90115,7.5252,5.83515,4.11845,1.66598,1.07205,5.94262,29816,8.90069,0,0
805000,5.9104,5.90121,5.90122,7.5252,5.83515,4.11845,1.66598,1.07205,5.93295,29552,8.91393,0,0
810000,5.944,5.90147,5.90148,7.5252,5.83515,4.11845,1.66598,1.07205,5.93627,29720,8.89943,0,0
815000,5.9696,5.90189,5.90189,7.5252,5.83515,4.11845,1.66598,1.07205,5.94627,29848,8.9044,0,0
820000,5.9584,5.90223,5.90224,7.5252,5.83515,4.11845,1.66598,1.07205,5.94991,29792,8.9194,0,0
825000,5.9296,5.9024,5.9024,7.5252,5.83515,4.11845,1.66598,1.07205,5.94381,29648,8.92486,0,0
830000,5.9072,5.90243,5.90244,7.5252,5.83515,4.11845,1.66598,1.07205,5.93283,29536,8.91572,0,0
835000,5.9392,5.90265,5.90266,7.5252,5.83515,4.11845,1.66598,1.07205,5.93474,29696,8.89925,0,0
840000,5.8208,5.90216,5.90217,7.5252,5.83515,4.11845,1.66598,1.07205,5.90056,29104,8.90211,0,0
845000,5.8832,5.90205,5.90205,7.5252,5.83515,4.11845,1.66598,1.07205,5.89535,29416,8.85084,0,0
850000,5.8912,5.90199,5.902,7.5252,5.83515,4.11845,1.66598,1.07205,5.89411,29456,8.84303,0,0
