BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
715000,0.7952,2.97664,2.97665,6.09451,4.21667,2.74361,1.62898,1.17049,0.848986,3976,1.30806,0,1
720000,0.92,2.96236,2.96237,6.09451,4.21667,2.74361,1.62898,1.17049,0.87029,4600,1.27348,0,1
725000,1.1056,2.94955,2.94956,6.09451,4.21667,2.74361,1.62898,1.17049,0.940883,5528,1.30544,0,1
730000,1.1792,2.93742,2.93744,6.09451,4.21667,2.74361,1.62898,1.17049,1.01238,5896,1.41132,0,1
735000,1.3984,2.92696,2.92697,6.09451,4.21667,2.74361,1.62898,1.17049,1.12818,6992,1.51857,0,1
740000,1.5792,2.91785,2.91786,6.09451,4.21667,2.74361,1.62898,1.17049,1.26349,7896,1.69228,0,1
745000,1.3216,2.90714,2.90714,6.09451,4.21667,2.74361,1.62898,1.17049,1.28092,6608,1.89523,0,1
750000,2.0016,2.9011,2.90111,6.09451,4.21667,2.74361,1.62898,1.17049,1.49713,10008,1.92138,0,1
755000,1.6336,2.8927,2.89271,6.09451,4.21667,2.74361,1.62898,1.17049,1.53807,8168,2.24569,0,1
760000,1.8944,2.88614,2.88614,6.09451,4.21667,2.74361,1.62898,1.17049,1.64497,9472,2.3071,0,1
765000,2.0816,2.88088,2.88089,6.09451,4.21667,2.74361,1.62898,1.17049,1.77596,10408,2.46745,0,1
770000,1.888,2.87443,2.87443,6.09451,4.21667,2.74361,1.62898,1.17049,1.80957,9440,2.66394,0,1
775000,1.5056,2.8656,2.86561,6.09451,4.21667,2.74361,1.62898,1.17049,1.71838,7528,2.71436,0,1
780000,1.5552,2.8572,2.85721,6.09451,4.21667,2.74361,1.62898,1.17049,1.66943,7776,2.57757,0,1
785000,1.3136,2.84737,2.84738,6.09451,4.21667,2.74361,1.62898,1.17049,1.56268,6568,2.50414,0,1
790000,1.032,2.83588,2.83589,6.09451,4.21667,2.74361,1.62898,1.17049,1.40347,5160,2.34402,0,1
795000,1.3408,2.82648,2.82648,6.09451,4.21667,2.74361,1.62898,1.17049,1.38467,6704,2.10521,0,1
