BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
665000,1.4848,1.61234,1.61235,4.84217,2.71829,1.93287,1.57634,1.40726,1.47139,7424,2.19847,0,0
670000,1.6608,1.6127,1.61272,4.84217,2.71829,1.93287,1.57634,1.40726,1.52821,8304,2.20709,0,0
675000,1.5808,1.61247,1.61247,4.84217,2.71829,1.93287,1.57634,1.40726,1.54399,7904,2.29232,0,0
680000,1.4816,1.61151,1.61152,4.84217,2.71829,1.93287,1.57634,1.40726,1.52527,7408,2.31598,0,0
685000,1.584,1.61131,1.61131,4.84217,2.71829,1.93287,1.57634,1.40726,1.54289,7920,2.28791,0,0
690000,1.6112,1.6113,1.61131,4.84217,2.71829,1.93287,1.57634,1.40726,1.56338,8056,2.31434,0,0
695000,1.464,1.61024,1.61025,4.84217,2.71829,1.93287,1.57634,1.40726,1.53357,7320,2.34508,0,0
700000,1.544,1.60977,1.60978,4.84217,2.71829,1.93287,1.57634,1.40726,1.5367,7720,2.30035,0,0
705000,1.4736,1.60881,1.60881,4.84217,2.71829,1.93287,1.57634,1.40726,1.51777,7368,2.30505,0,0
710000,1.5936,1.6087,1.6087,4.84217,2.71829,1.93287,1.57634,1.40726,1.54052,7968,2.27665,0,0
715000,1.4192,1.60737,1.60738,4.84217,2.71829,1.93287,1.57634,1.40726,1.50412,7096,2.31078,0,0
720000,1.6384,1.60759,1.6076,4.84217,2.71829,1.93287,1.57634,1.40726,1.54441,8192,2.25618,0,0
725000,1.5424,1.60714,1.60715,4.84217,2.71829,1.93287,1.57634,1.40726,1.5438,7712,2.31661,0,0
730000,1.5504,1.60675,1.60676,4.84217,2.71829,1.93287,1.57634,1.40726,1.54578,7752,2.31571,0,0
735000,1.4576,1.60574,1.60575,4.84217,2.71829,1.93287,1.57634,1.40726,1.51933,7288,2.31867,0,0
740000,1.5248,1.60519,1.60521,4.84217,2.71829,1.93287,1.57634,1.40726,1.52097,7624,2.27899,0,0
745000,1.4992,1.60448,1.60448,4.84217,2.71829,1.93287,1.57634,1.40726,1.51444,7496,2.28145,0,0
750000,1.5584,1.60417,1.60417,4.84217,2.71829,1.93287,1.57634,1.40726,1.52763,7792,2.27166,0,0
755000,1.5216,1.60362,1.60363,4.84217,2.71829,1.93287,1.57634,1.40726,1.52582,7608,2.29144,0,0
760000,1.5248,1.60311,1.60311,4.84217,2.71829,1.93287,1.57634,1.40726,1.52551,7624,2.28873,0,0
765000,1.6048,1.60312,1.60312,4.84217,2.71829,1.93287,1.57634,1.40726,1.5493,8024,2.28827,0,0
770000,1.5856,1.603,1.60301,4.84217,2.71829,1.93287,1.57634,1.40726,1.56019,7928,2.32395,0,0
775000,1.568,1.60278,1.60279,4.84217,2.71829,1.93287,1.57634,1.40726,1.56253,7840,2.34028,0,0
780000,1.4928,1.60207,1.60208,4.84217,2.71829,1.93287,1.57634,1.40726,1.54161,7464,2.3438,0,0
785000,1.4992,1.60142,1.60142,4.84217,2.71829,1.93287,1.57634,1.40726,1.52889,7496,2.31242,0,0
790000,1.4752,1.60062,1.60063,4.84217,2.71829,1.93287,1.57634,1.40726,1.51278,7376,2.29333,0,0
795000,1.416,1.59946,1.59947,4.84217,2.71829,1.93287,1.57634,1.40726,1.48375,7080,2.26917,0,0
800000,1.5392,1.59908,1.59908,4.84217,2.71829,1.93287,1.57634,1.40726,1.50038,7696,2.22562,0,0
805000,1.4144,1.59793,1.59794,4.84217,2.71829,1.93287,1.57634,1.40726,1.47459,7072,2.25057,0,0
810000,1.5648,1.59773,1.59774,4.84217,2.71829,1.93287,1.57634,1.40726,1.50165,7824,2.21188,0,0
815000,1.5136,1.59721,1.59722,4.84217,2.71829,1.93287,1.57634,1.40726,1.50524,7568,2.25248,0,0
820000,1.5536,1.59695,1.59695,4.84217,2.71829,1.93287,1.57634,1.40726,1.51975,7768,2.25785,0,0
825000,1.48,1.59624,1.59624,4.84217,2.71829,1.93287,1.57634,1.40726,1.50782,7400,2.27962,0,0
830000,1.4624,1.59543,1.59544,4.84217,2.71829,1.93287,1.57634,1.40726,1.4942,7312,2.26173,0,0
835000,1.4864,1.59478,1.59478,4.84217,2.71829,1.93287,1.57634,1.40726,1.49186,7432,2.24129,0,0
840000,1.4176,1.59372,1.59373,4.84217,2.71829,1.93287,1.57634,1.40726,1.46958,7088,2.23779,0,0
